StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q10_9,Q10_10,Q10_11,Q10_13,Q10_15,Q10_16,Q10_17,Q10_18,Q10_19,Q10_22,Q10_23,Q10_27,Q10_29,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q11_9,Q11_10,Q11_11,Q11_12,Q11_13,Q11_15,Q11_16,Q11_17,Q11_18,Q11_19,Q11_22,Q11_23,Q11_27,Q11_29,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21_1,Q21_2,Q21_3,Q21_4,Q21_5,Q21_6,Q21_7,Q21_8,Q21_9,Q21_10,Q21_11,Q21_12,Q21_13,Q21_14,Q21_15,Q21_16,Q21_17,Q21_18,Q21_19,Q21_20,Q26
2017-07-18 12:33:29,2017-07-18 12:47:48,IP Address,174.199.20.245,100,858,True,2017-07-18 12:47:49,R_3nTbhI6PHTfH4RD,,,,,41.975601196289,-71.544898986816,anonymous,EN,Woman,27,05403,Bellatrix Lestrange,,Hermione Granger,False,2,1,4,5,8,6,3,7,9,10,11,13,14,17,18,19,15,22,23,28,31,Neither Non-Aggressive Nor Aggressive,Extremely Aggressive,Aggressive,Aggressive,Extremely Aggressive,Neither Non-Aggressive Nor Aggressive,Non-Aggressive,Non-Aggressive,Aggressive,Extremely Aggressive,Neither Non-Aggressive Nor Aggressive,Non-Aggressive,Non-Aggressive,Neither Non-Aggressive Nor Aggressive,Non-Aggressive,Non-Aggressive,Non-Aggressive,Aggressive,Aggressive,Aggressive,Extremely Aggressive,Non-Aggressive,Yes,Yes,Lord Voldemort kills Harry's parents,"The Dursleys imprison Harry in his room for the summer ",Buckbeak's execution/Hermione punches Draco,"The Graveyard scene: Peter Pettigrew (Wormtail) kills Cedric Diggory, Voldemort returns and tries to kill Harry",Bellatrix kills Sirius Black,"Harry and Dumbledore fight Voldemort's the Inferi ","Death Eaters attack Harry and his friends ",1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,
2017-07-18 12:50:28,2017-07-18 12:58:00,IP Address,107.77.225.215,100,451,True,2017-07-18 12:58:00,R_3iwCLmUkxPEGa7z,,,,,40.735702514648,-74.172401428223,anonymous,EN,Woman,41,08816,Draco Malfoy,Minerva McGonagall,Neville Longbottom,False,18,21,20,9,16,5,6,7,10,13,14,2,11,1,3,8,12,15,17,19,4,Aggressive,Aggressive,Aggressive,Non-Aggressive,Aggressive,Extremely Non-Aggressive,Extremely Non-Aggressive,Non-Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Aggressive,,Extremely Non-Aggressive,Neither Non-Aggressive Nor Aggressive,Extremely Non-Aggressive,Extremely Non-Aggressive,Extremely Non-Aggressive,Aggressive,Aggressive,Aggressive,Aggressive,Extremely Non-Aggressive,Yes,Yes,Lord Voldemort kills Harry's parents,"Harry kills basilisk and uses basilisk's fang to puncture Tom Riddle's diary, destroying Tom Riddle (younger “memory” of Voldemort) ",Buckbeak's execution/Hermione punches Draco,"The Graveyard scene: Peter Pettigrew (Wormtail) kills Cedric Diggory, Voldemort returns and tries to kill Harry",Dolores Umbridge punishes Harry by use of the Black Quill,"Harry and Dumbledore fight Voldemort's the Inferi ",Voldemort kills Snape to take possession of Dumbledore's wand / Neville kills Nagini / fight against Hogwarts scene,19,5,2,18,1,6,4,7,8,3,10,11,12,13,15,16,14,20,9,17,
2017-07-18 12:46:09,2017-07-18 13:00:38,IP Address,64.147.48.86,100,868,True,2017-07-18 13:00:38,R_3oED0oVvtMCYRZH,,,,,44.376098632812,-68.275703430176,anonymous,EN,Woman,35,04605,Bellatrix Lestrange,"Peter Pettigrew ",Hermione Granger,False,12,32,23,19,33,10,11,4,30,28,1,5,15,9,14,13,31,20,24,25,3,Non-Aggressive,Extremely Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Extremely Aggressive,Non-Aggressive,Non-Aggressive,Neither Non-Aggressive Nor Aggressive,Extremely Aggressive,Aggressive,Extremely Non-Aggressive,Non-Aggressive,Extremely Non-Aggressive,Neither Non-Aggressive Nor Aggressive,Non-Aggressive,Non-Aggressive,Non-Aggressive,Extremely Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Non-Aggressive,Extremely Non-Aggressive,Maybe/Unsure,Maybe/Unsure,"Harry encounters Professor Quirrell/Voldemort, Quirrell is ordered by Voldemort to kill Harry ","Harry kills basilisk and uses basilisk's fang to puncture Tom Riddle's diary, destroying Tom Riddle (younger “memory” of Voldemort) ",Buckbeak's execution/Hermione punches Draco,After the Quidditch tournament a crowd of Death Eaters destroys tents and levitates four Muggles,Bellatrix kills Sirius Black,Snape kills Dumbledore,"Death Eaters attack Harry and his friends ",20,10,8,18,9,3,5,11,17,6,4,7,15,12,2,13,14,19,16,1,
2017-07-18 13:01:15,2017-07-18 13:09:41,IP Address,24.27.2.199,100,505,True,2017-07-18 13:09:41,R_2ayOQdtLepFZaru,,,,,29.989303588867,-97.857200622559,anonymous,EN,Woman,35,78130,Lucius Malfoy,Quirinus Quirrell/Voldemort,Hermione Granger,False,15,20,16,17,21,3,6,12,4,5,2,1,7,11,13,8,18,14,10,19,9,Aggressive,Aggressive,Extremely Aggressive,Aggressive,Extremely Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Non-Aggressive,Non-Aggressive,Non-Aggressive,Non-Aggressive,Extremely Non-Aggressive,Extremely Non-Aggressive,Aggressive,Aggressive,Non-Aggressive,Extremely Aggressive,Aggressive,Non-Aggressive,Extremely Aggressive,Non-Aggressive,Yes,Maybe/Unsure,Lord Voldemort kills Harry's parents,"The Dursleys imprison Harry in his room for the summer ",Harry's encounter with dementors on the train,"The Graveyard scene: Peter Pettigrew (Wormtail) kills Cedric Diggory, Voldemort returns and tries to kill Harry",Dolores Umbridge punishes Harry by use of the Black Quill,Snape kills Dumbledore,"Death Eaters attack Harry and his friends ",20,2,10,18,11,4,13,9,5,6,17,1,3,14,7,8,16,12,15,19,
2017-07-18 13:04:33,2017-07-18 13:18:14,IP Address,40.136.63.18,100,821,True,2017-07-18 13:18:14,R_1dcZ3w15Njeizhv,,,,,39.740097045898,-90.238800048828,anonymous,EN,Woman,53,62650,Bellatrix Lestrange,Hermione Granger,Neville Longbottom,False,5,20,13,10,21,9,1,2,17,18,15,3,14,6,8,7,19,11,12,16,4,Non-Aggressive,Extremely Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Extremely Aggressive,Non-Aggressive,Extremely Non-Aggressive,Extremely Non-Aggressive,Extremely Aggressive,Extremely Aggressive,Aggressive,Extremely Non-Aggressive,Extremely Non-Aggressive,Aggressive,Non-Aggressive,Neither Non-Aggressive Nor Aggressive,Non-Aggressive,Extremely Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Extremely Non-Aggressive,Yes,Yes,Lord Voldemort kills Harry's parents,"The Dursleys imprison Harry in his room for the summer ",Harry's encounter with dementors on the train,"The Graveyard scene: Peter Pettigrew (Wormtail) kills Cedric Diggory, Voldemort returns and tries to kill Harry",Dolores Umbridge punishes Harry by use of the Black Quill,Bellatrix accusing Narcissa's husband (Lucius Malfoy) of allowing Harry to live,Voldemort kills Snape to take possession of Dumbledore's wand / Neville kills Nagini / fight against Hogwarts scene,19,8,4,20,7,2,5,10,16,3,11,12,9,13,1,14,15,17,6,18,
2017-07-18 13:13:42,2017-07-18 13:18:53,IP Address,71.197.0.185,100,310,True,2017-07-18 13:18:53,R_2aaiIQoezsj0itu,,,,,37.266906738281,-80.432502746582,anonymous,EN,Woman,32,24060,Bellatrix Lestrange,Rubeus Hagrid,Harry Potter,False,15,20,17,13,21,3,4,14,10,12,5,6,7,8,1,9,19,16,11,18,2,Aggressive,Aggressive,Aggressive,Aggressive,Extremely Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Non-Aggressive,Non-Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Non-Aggressive,Non-Aggressive,Extremely Aggressive,Aggressive,Aggressive,Aggressive,Non-Aggressive,Yes,Maybe/Unsure,Lord Voldemort kills Harry's parents,"The Dursleys imprison Harry in his room for the summer ",Buckbeak's execution/Hermione punches Draco,"The Graveyard scene: Peter Pettigrew (Wormtail) kills Cedric Diggory, Voldemort returns and tries to kill Harry",Dolores Umbridge punishes Harry by use of the Black Quill,Snape kills Dumbledore,Voldemort kills Snape to take possession of Dumbledore's wand / Neville kills Nagini / fight against Hogwarts scene,20,3,10,18,4,12,13,5,17,2,6,7,14,16,1,8,9,19,15,11,
2017-07-18 13:13:50,2017-07-18 13:22:33,IP Address,67.161.139.26,100,522,True,2017-07-18 13:22:34,R_3PFQg8zAvGS6zLB,,,,,40.049606323242,-105.27690124512,anonymous,EN,Woman,30,80304,Bellatrix Lestrange,Quirinus Quirrell/Voldemort,Hermione Granger,True,2,5,19,9,1,7,8,10,3,4,20,16,21,11,12,15,13,6,14,18,17,Aggressive,Aggressive,Non-Aggressive,Neither Non-Aggressive Nor Aggressive,Extremely Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Extremely Aggressive,Aggressive,Extremely Non-Aggressive,Aggressive,Aggressive,Extremely Non-Aggressive,Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Extremely Aggressive,Aggressive,Non-Aggressive,Non-Aggressive,Yes,Yes,Lord Voldemort kills Harry's parents,"Harry kills basilisk and uses basilisk's fang to puncture Tom Riddle's diary, destroying Tom Riddle (younger “memory” of Voldemort) ",Buckbeak's execution/Hermione punches Draco,"The Graveyard scene: Peter Pettigrew (Wormtail) kills Cedric Diggory, Voldemort returns and tries to kill Harry",Dumbledore duels Voldemort,"Harry and Dumbledore fight Voldemort's the Inferi ","Death Eaters attack Harry and his friends ",2,19,20,1,9,5,6,15,3,18,8,11,17,16,12,10,13,4,14,7,
2017-07-18 13:10:53,2017-07-18 13:25:32,IP Address,134.129.113.67,100,878,True,2017-07-18 13:25:32,R_3ez7GBEXfOWLvZU,,,,,46.877197265625,-96.78980255127,anonymous,EN,Woman,30,58102,Bellatrix Lestrange,Quirinus Quirrell/Voldemort,Severus Snape,False,15,19,12,16,21,13,9,5,20,18,3,10,1,8,14,7,17,11,6,2,4,Aggressive,Aggressive,Aggressive,Aggressive,Extremely Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Non-Aggressive,Extremely Aggressive,Aggressive,Non-Aggressive,Aggressive,Aggressive,Extremely Non-Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Extremely Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Non-Aggressive,Neither Non-Aggressive Nor Aggressive,Yes,Maybe/Unsure,"Harry encounters Professor Quirrell/Voldemort, Quirrell is ordered by Voldemort to kill Harry ","Harry kills basilisk and uses basilisk's fang to puncture Tom Riddle's diary, destroying Tom Riddle (younger “memory” of Voldemort) ",Buckbeak's execution/Hermione punches Draco,After the Quidditch tournament a crowd of Death Eaters destroys tents and levitates four Muggles,Bellatrix kills Sirius Black,Bellatrix accusing Narcissa's husband (Lucius Malfoy) of allowing Harry to live,Voldemort kills Snape to take possession of Dumbledore's wand / Neville kills Nagini / fight against Hogwarts scene,1,14,11,2,17,15,13,8,3,18,19,10,4,7,16,6,20,5,9,12,
2017-07-18 13:10:52,2017-07-18 13:35:16,IP Address,174.30.58.147,100,1464,True,2017-07-18 13:35:17,R_3oENLhIZxhY7ehZ,,,,,43.716293334961,-123.03739929199,anonymous,EN,Woman,39,97330,Bellatrix Lestrange,Neville Longbottom,Severus Snape,False,6,20,9,12,21,3,5,7,19,18,13,4,11,10,2,8,14,15,16,17,1,Aggressive,Extremely Aggressive,Aggressive,Aggressive,Extremely Aggressive,Non-Aggressive,Non-Aggressive,Aggressive,Extremely Aggressive,Extremely Aggressive,Extremely Aggressive,Neither Non-Aggressive Nor Aggressive,Non-Aggressive,Aggressive,Aggressive,Non-Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Aggressive,Extremely Aggressive,Aggressive,Extremely Non-Aggressive,Yes,Yes,Lord Voldemort kills Harry's parents,"The Dursleys imprison Harry in his room for the summer ",Harry's encounter with dementors on the train,After the Quidditch tournament a crowd of Death Eaters destroys tents and levitates four Muggles,Dolores Umbridge punishes Harry by use of the Black Quill,Snape kills Dumbledore,"Death Eaters attack Harry and his friends ",20,1,10,19,3,2,4,11,17,5,16,13,14,9,7,12,6,18,8,15,
2017-07-18 13:00:49,2017-07-18 13:37:53,IP Address,107.77.195.127,100,2223,True,2017-07-18 13:37:53,R_3JLvlvuwCawIVCd,,,,,39.961196899414,-82.998802185059,anonymous,EN,,34,45013,Lord Voldemort (Tom Riddle),Neville Longbottom,Hermione Granger,False,7,1,19,20,2,17,16,8,3,6,10,11,15,13,18,9,4,14,12,5,21,Aggressive,Extremely Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Extremely Aggressive,Non-Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Extremely Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Non-Aggressive,Aggressive,Non-Aggressive,Aggressive,Non-Aggressive,Neither Non-Aggressive Nor Aggressive,Extremely Aggressive,Aggressive,Aggressive,Aggressive,Extremely Non-Aggressive,Yes,Maybe/Unsure,Lord Voldemort kills Harry's parents,"The Dursleys imprison Harry in his room for the summer ",Harry's encounter with dementors on the train,"The Graveyard scene: Peter Pettigrew (Wormtail) kills Cedric Diggory, Voldemort returns and tries to kill Harry",Bellatrix kills Sirius Black,"Harry and Dumbledore fight Voldemort's the Inferi ",Voldemort kills Snape to take possession of Dumbledore's wand / Neville kills Nagini / fight against Hogwarts scene,1,16,17,2,13,19,15,11,3,14,4,9,7,8,20,18,12,5,10,6,
2017-07-18 13:34:20,2017-07-18 13:50:44,IP Address,192.104.181.238,100,983,True,2017-07-18 13:50:45,R_1rIlKYZdco5fJjJ,,,,,40.615203857422,-75.543701171875,anonymous,EN,Woman,30,18106,Lord Voldemort (Tom Riddle),Rubeus Hagrid,Severus Snape,False,7,21,16,8,20,4,6,10,19,15,12,3,9,5,1,14,18,13,11,17,2,Aggressive,Extremely Aggressive,Extremely Aggressive,Aggressive,Extremely Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Extremely Aggressive,Extremely Aggressive,Aggressive,Non-Aggressive,Extremely Non-Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Extremely Non-Aggressive,Aggressive,Extremely Aggressive,Aggressive,Aggressive,Extremely Aggressive,Extremely Non-Aggressive,Yes,Maybe/Unsure,Lord Voldemort kills Harry's parents,Ron and Harry almost being killed by the Whomping Willow and Aragog’s colony of giant spiders in the Forbidden Forest,Harry's encounter with dementors on the train,After the Quidditch tournament a crowd of Death Eaters destroys tents and levitates four Muggles,Bellatrix kills Sirius Black,Snape kills Dumbledore,Voldemort kills Snape to take possession of Dumbledore's wand / Neville kills Nagini / fight against Hogwarts scene,20,6,10,18,11,4,7,8,17,3,1,9,12,13,2,5,14,19,15,16,
2017-07-18 13:25:24,2017-07-18 13:55:06,IP Address,105.184.202.221,100,1781,True,2017-07-18 13:55:06,R_30jmYdh7XFsKK5i,,,,,-33.916702270508,18.416702270508,anonymous,EN,Woman,38,02474,Lord Voldemort (Tom Riddle),Minerva McGonagall,Remus Lupin,False,9,21,14,13,20,10,6,7,18,19,15,2,8,1,4,3,16,12,11,17,5,Neither Non-Aggressive Nor Aggressive,Extremely Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Extremely Aggressive,Neither Non-Aggressive Nor Aggressive,Non-Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Extremely Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Non-Aggressive,Neither Non-Aggressive Nor Aggressive,Non-Aggressive,Non-Aggressive,Non-Aggressive,Aggressive,Aggressive,Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Yes,Maybe/Unsure,Lord Voldemort kills Harry's parents,"The Dursleys imprison Harry in his room for the summer ",Buckbeak's execution/Hermione punches Draco,"The Graveyard scene: Peter Pettigrew (Wormtail) kills Cedric Diggory, Voldemort returns and tries to kill Harry",Dolores Umbridge punishes Harry by use of the Black Quill,"Harry and Dumbledore fight Voldemort's the Inferi ",Voldemort kills Snape to take possession of Dumbledore's wand / Neville kills Nagini / fight against Hogwarts scene,19,2,10,20,3,5,8,7,17,1,16,11,12,14,6,9,4,18,13,15,
2017-07-18 13:42:16,2017-07-18 13:56:46,IP Address,8.14.172.48,100,870,True,2017-07-18 13:56:46,R_27QCOxhHqGrntJs,,,,,40.567794799805,-75.482803344727,anonymous,EN,Man,34,18106,Lord Voldemort (Tom Riddle),Minerva McGonagall,Hermione Granger,False,6,1,12,14,2,15,20,16,8,3,7,17,4,21,19,13,5,9,10,11,18,Aggressive,Extremely Aggressive,Neither Non-Aggressive Nor Aggressive,Non-Aggressive,Extremely Aggressive,Neither Non-Aggressive Nor Aggressive,Non-Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Extremely Aggressive,Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Extremely Aggressive,Neither Non-Aggressive Nor Aggressive,Non-Aggressive,Aggressive,Extremely Aggressive,Aggressive,Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Yes,Yes,"Harry encounters Professor Quirrell/Voldemort, Quirrell is ordered by Voldemort to kill Harry ",Ron and Harry almost being killed by the Whomping Willow and Aragog’s colony of giant spiders in the Forbidden Forest,Buckbeak's execution/Hermione punches Draco,"The Graveyard scene: Peter Pettigrew (Wormtail) kills Cedric Diggory, Voldemort returns and tries to kill Harry",Bellatrix kills Sirius Black,"Harry and Dumbledore fight Voldemort's the Inferi ",Voldemort kills Snape to take possession of Dumbledore's wand / Neville kills Nagini / fight against Hogwarts scene,20,6,7,19,9,4,2,10,16,5,13,3,12,8,1,15,11,18,14,17,5 - Super fan - I'm basically waiting on my Hogwarts letter.
2017-07-18 14:01:57,2017-07-18 14:13:08,IP Address,107.77.224.27,100,670,True,2017-07-18 14:13:08,R_2UabFFZYG2Za2x5,,,,,40.714294433594,-74.005996704102,anonymous,EN,Woman,34,02915,Lord Voldemort (Tom Riddle),"Other ",Severus Snape,True,9,1,7,3,2,12,10,13,5,4,16,19,6,20,15,18,8,11,14,17,21,Aggressive,Extremely Aggressive,Aggressive,Extremely Aggressive,Extremely Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Extremely Aggressive,Extremely Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Extremely Aggressive,Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Non-Aggressive,No,Maybe/Unsure,Lord Voldemort kills Harry's parents,"Harry kills basilisk and uses basilisk's fang to puncture Tom Riddle's diary, destroying Tom Riddle (younger “memory” of Voldemort) ","Professor Lupin turns into a werewolf and Sirius Black takes animagus form to protect Harry, Ron and Hermonine from Lupin’s attack","The Graveyard scene: Peter Pettigrew (Wormtail) kills Cedric Diggory, Voldemort returns and tries to kill Harry",Bellatrix kills Sirius Black,"Harry and Dumbledore fight Voldemort's the Inferi ",Voldemort kills Snape to take possession of Dumbledore's wand / Neville kills Nagini / fight against Hogwarts scene,1,11,3,2,4,5,6,8,9,10,12,13,14,15,16,18,17,7,19,20,4 - Very familiar - #TeamGryffindor
2017-07-18 14:06:34,2017-07-18 14:18:16,IP Address,73.6.206.217,100,702,True,2017-07-18 14:18:17,R_3iQrc3IRLR7s6qD,,,,,29.826202392578,-95.426399230957,anonymous,EN,Woman,32,77018,Lord Voldemort (Tom Riddle),Neville Longbottom,Hermione Granger,False,20,21,17,3,19,14,7,9,12,15,5,4,2,8,10,6,16,18,11,13,1,Aggressive,Extremely Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Aggressive,Non-Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Extremely Non-Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Extremely Aggressive,Extremely Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Non-Aggressive,Maybe/Unsure,Maybe/Unsure,Lord Voldemort kills Harry's parents,Ron and Harry almost being killed by the Whomping Willow and Aragog’s colony of giant spiders in the Forbidden Forest,Harry's encounter with dementors on the train,"The Graveyard scene: Peter Pettigrew (Wormtail) kills Cedric Diggory, Voldemort returns and tries to kill Harry",Dolores Umbridge punishes Harry by use of the Black Quill,"Harry and Dumbledore fight Voldemort's the Inferi ",Voldemort kills Snape to take possession of Dumbledore's wand / Neville kills Nagini / fight against Hogwarts scene,20,8,9,19,5,1,13,6,16,3,15,12,4,10,2,14,11,17,7,18,5 - Super fan - I'm basically waiting on my Hogwarts letter.
